Frame;DeltaTime;FPS
Average;0.00129055;775
0;0.0356861;28
1;0.0017539;570
2;0.0070866;141
3;0.0029305;341
4;0.0026839;373
5;0.0015524;644
6;0.0011666;857
7;0.0010775;928
8;0.0011489;870
9;0.0010743;931
10;0.001066;938
11;0.001196;836
12;0.0013435;744
13;0.0013111;763
14;0.0010411;961
15;0.0010497;953
16;0.0013768;726
17;0.002707;369
18;0.0013412;746
19;0.0011623;860
20;0.000948;1055
21;0.0010925;915
22;0.0010899;918
23;0.0010877;919
24;0.0029915;334
25;0.0016128;620
26;0.0011643;859
27;0.001022;978
28;0.0011318;884
29;0.0019365;516
30;0.0010251;976
31;0.0009754;1025
32;0.0009529;1049
33;0.0009241;1082
34;0.0008858;1129
35;0.0009467;1056
36;0.0019078;524
37;0.0016189;618
38;0.0012844;779
39;0.0009737;1027
40;0.0009949;1005
41;0.0011863;843
42;0.0026439;378
43;0.001355;738
44;0.0009464;1057
45;0.000956;1046
46;0.000975;1026
47;0.0016552;604
48;0.001242;805
49;0.0010591;944
50;0.0011018;908
51;0.0009395;1064
52;0.0009935;1007
53;0.0013377;748
54;0.0012611;793
55;0.0012282;814
56;0.0022238;450
57;0.0009173;1090
58;0.0010241;976
59;0.0009739;1027
60;0.0010523;950
61;0.0009669;1034
62;0.0010425;959
63;0.0009277;1078
64;0.0009939;1006
65;0.0010279;973
66;0.0009581;1044
67;0.0009807;1020
68;0.0010309;970
69;0.0011593;863
70;0.0017364;576
71;0.0018135;551
72;0.0009964;1004
73;0.001091;917
74;0.0014109;709
75;0.0010459;956
76;0.0009455;1058
77;0.0010058;994
78;0.0008719;1147
79;0.0010084;992
80;0.000918;1089
81;0.0011198;893
82;0.0009583;1044
83;0.001255;797
84;0.0010415;960
85;0.0022505;444
86;0.0011765;850
87;0.0014096;709
88;0.0010643;940
89;0.0009846;1016
90;0.0009705;1030
91;0.001017;983
92;0.0009072;1102
93;0.0011012;908
94;0.0010027;997
95;0.0009866;1014
96;0.0008961;1116
97;0.0009552;1047
98;0.0009939;1006
99;0.0010012;999
100;0.0010792;927
101;0.0020639;485
102;0.0017281;579
103;0.000954;1048
104;0.0010338;967
105;0.0009172;1090
106;0.0010091;991
107;0.0009042;1106
108;0.0010352;966
109;0.0008835;1132
110;0.0009403;1063
111;0.0010419;960
