Frame;DeltaTime;FPS
Average;0.00173281;577
0;0.0426796;23
1;0.0050643;197
2;0.003619;276
3;0.0034125;293
4;0.0019779;506
5;0.0016934;591
6;0.001242;805
7;0.0015871;630
8;0.0012035;831
9;0.0012424;805
10;0.001455;687
11;0.0013287;753
12;0.0019447;514
13;0.0019795;505
14;0.00128;781
15;0.0026503;377
16;0.0014236;702
17;0.001782;561
18;0.0026992;370
19;0.0017702;565
20;0.0016085;622
21;0.0012675;789
22;0.0012782;782
23;0.0013591;736
24;0.0017431;574
25;0.0014549;687
26;0.0012841;779
27;0.0012193;820
28;0.0016683;599
29;0.0025201;397
30;0.0033309;300
31;0.0012855;778
32;0.001465;683
33;0.001415;707
34;0.0027115;369
35;0.001403;713
36;0.0013145;761
37;0.001866;536
38;0.0023363;428
39;0.0016888;592
40;0.0016188;618
41;0.0014444;692
42;0.001617;618
43;0.0015547;643
44;0.0016009;625
45;0.0013652;732
46;0.0018632;537
47;0.0014625;684
48;0.0014061;711
49;0.0016392;610
50;0.0017724;564
51;0.0013812;724
52;0.0012484;801
53;0.0015532;644
54;0.0047401;211
55;0.0020427;490
56;0.001442;693
57;0.0012643;791
58;0.0014797;676
59;0.0019036;525
60;0.0017049;587
61;0.0013406;746
62;0.0014331;698
63;0.0027715;361
64;0.0028078;356
65;0.001354;739
66;0.0013351;749
67;0.0012521;799
68;0.0012097;827
69;0.001845;542
70;0.0013803;724
71;0.0016188;618
72;0.0012795;782
73;0.0020688;483
74;0.0013658;732
75;0.0012966;771
76;0.0014115;708
77;0.0013379;747
78;0.0011685;856
79;0.0012839;779
80;0.0013497;741
81;0.0012345;810
82;0.001199;834
83;0.0019045;525
84;0.0024777;404
85;0.001647;607
86;0.0014076;710
87;0.0017455;573
88;0.0015422;648
89;0.0012552;797
90;0.0014449;692
91;0.0017552;570
92;0.0014502;690
93;0.0016341;612
94;0.0021447;466
95;0.0038815;258
96;0.0017956;557
97;0.0019584;511
98;0.0016758;597
99;0.0013162;760
100;0.0012888;776
101;0.002368;422
102;0.0015283;654
103;0.0024627;406
104;0.001662;602
105;0.0013715;729
106;0.0014583;686
107;0.0013039;767
108;0.0012756;784
109;0.0012108;826
110;0.0012999;769
111;0.0020254;494
112;0.0015984;626
113;0.0015774;634
114;0.0021687;461
115;0.001677;596
116;0.0013828;723
117;0.0013315;751
118;0.0014619;684
119;0.0012978;771
120;0.0015607;641
121;0.0041399;242
122;0.0015453;647
123;0.0014624;684
124;0.0013438;744
125;0.0013921;718
126;0.001911;523
127;0.0013021;768
128;0.0016589;603
129;0.0018741;534
130;0.0019981;500
131;0.0017571;569
132;0.0015909;629
133;0.0025109;398
134;0.0015481;646
135;0.0013361;748
136;0.0017613;568
137;0.0017363;576
138;0.0019384;516
139;0.0015907;629
140;0.0012243;817
141;0.0013115;762
142;0.0015394;650
143;0.0017843;560
144;0.0012801;781
145;0.0018038;554
146;0.0015692;637
147;0.0016076;622
148;0.002111;474
149;0.0023058;434
150;0.0014491;690
151;0.0012867;777
152;0.0011969;835
153;0.0026903;372
154;0.0013551;738
155;0.0012399;807
156;0.0012593;794
157;0.0013055;766
158;0.0021929;456
159;0.0020399;490
160;0.0016956;590
161;0.0012161;822
162;0.0013749;727
163;0.0016087;622
164;0.0014051;712
165;0.0013024;768
166;0.0011981;835
167;0.0012519;799
168;0.0016076;622
169;0.0013989;715
170;0.0012568;796
171;0.001196;836
172;0.0016975;589
173;0.0019881;503
174;0.001355;738
175;0.0018436;542
176;0.001782;561
177;0.0012258;816
178;0.0028543;350
179;0.0023981;417
180;0.0020691;483
181;0.0016495;606
182;0.001425;702
183;0.0016625;602
184;0.0017217;581
185;0.0018641;536
186;0.0040881;245
187;0.0019209;521
188;0.0022138;452
189;0.0020136;497
190;0.0014646;683
191;0.0016329;612
192;0.0014019;713
193;0.0015707;637
194;0.0016999;588
195;0.0018598;538
196;0.0012019;832
197;0.0012327;811
198;0.0012597;794
199;0.0011588;863
200;0.0015465;647
201;0.0013614;735
202;0.0017703;565
203;0.0013337;750
204;0.0020138;497
205;0.0014479;691
206;0.0014689;681
207;0.001305;766
208;0.0012013;832
209;0.0017989;556
210;0.0015648;639
211;0.0014213;704
212;0.001481;675
213;0.0014333;698
214;0.0014917;670
215;0.0022563;443
216;0.0022981;435
217;0.0025849;387
218;0.0013736;728
219;0.0013074;765
220;0.0032884;304
221;0.0026048;384
222;0.0027797;360
223;0.0023972;417
224;0.0018719;534
225;0.0012518;799
226;0.001203;831
227;0.0011433;875
228;0.0015603;641
229;0.0018974;527
230;0.0017688;565
231;0.0017774;563
232;0.0012832;779
233;0.0013464;743
234;0.0018131;552
235;0.0016878;592
236;0.0012189;820
237;0.0013357;749
238;0.0012975;771
239;0.0018753;533
240;0.0016467;607
241;0.0041402;242
242;0.0013403;746
243;0.0011963;836
244;0.0017994;556
245;0.0019039;525
246;0.0017968;557
247;0.0013173;759
248;0.0032136;311
249;0.0030184;331
250;0.0014284;700
251;0.0019461;514
252;0.0017007;588
253;0.0014563;687
254;0.0012558;796
255;0.0019917;502
256;0.0016997;588
257;0.0015501;645
258;0.0018293;547
259;0.0012255;816
260;0.0013968;716
261;0.0013002;769
262;0.0011247;889
263;0.0011666;857
264;0.0011712;854
265;0.001405;712
266;0.0017161;583
267;0.0020062;498
268;0.0013213;757
269;0.0012577;795
270;0.0012203;819
271;0.0014959;668
272;0.0013622;734
273;0.0012467;802
274;0.0016856;593
275;0.0014437;693
276;0.0016874;593
277;0.001633;612
278;0.0012905;775
279;0.0012992;770
280;0.0014043;712
281;0.0012731;785
282;0.0013229;756
283;0.0020086;498
284;0.0017949;557
285;0.0015149;660
286;0.0016742;597
287;0.0014282;700
288;0.0018291;547
289;0.0012362;809
290;0.0011729;853
291;0.0011476;871
292;0.0012219;818
293;0.0012802;781
294;0.0015274;655
295;0.0012509;799
296;0.0012598;794
297;0.0012652;790
298;0.0016308;613
299;0.0019429;515
300;0.0017911;558
301;0.0015379;650
302;0.0016384;610
303;0.0012984;770
304;0.0013103;763
305;0.0018999;526
306;0.0012939;773
307;0.0015187;658
308;0.0018257;548
309;0.0019156;522
310;0.0012635;791
311;0.0012116;825
312;0.0015212;657
313;0.0013134;761
314;0.0016471;607
315;0.0013277;753
316;0.0020372;491
317;0.0012952;772
318;0.0036656;273
319;0.0014243;702
320;0.0017067;586
321;0.0012289;814
322;0.0012487;801
323;0.0012388;807
324;0.0013295;752
325;0.0012196;820
326;0.0017421;574
327;0.001228;814
328;0.0018693;535
329;0.0023139;432
330;0.0013579;736
331;0.0014008;714
332;0.0012787;782
333;0.0012417;805
334;0.001364;733
335;0.001267;789
336;0.0013552;738
337;0.0018987;527
338;0.00146;685
339;0.0013638;733
340;0.0012813;780
341;0.0013056;766
342;0.001243;805
343;0.0012182;821
344;0.0012274;815
345;0.0016018;624
346;0.0015973;626
347;0.001264;791
348;0.001218;821
349;0.0024465;409
350;0.0013529;739
