Frame;DeltaTime;FPS
Average;0.0135906;74
0;0.0473675;21
1;0.0151395;66
2;0.0130959;76
3;0.0139357;72
4;0.0121486;82
5;0.0127562;78
6;0.0129544;77
7;0.0128167;78
8;0.0131333;76
9;0.0128644;78
10;0.012549;80
11;0.0127533;78
12;0.0127891;78
13;0.0127945;78
14;0.0128623;78
15;0.0132473;75
16;0.0124686;80
17;0.0126883;79
18;0.0126523;79
19;0.0127816;78
20;0.0129158;77
21;0.0149507;67
22;0.0129248;77
23;0.0128267;78
24;0.0130859;76
25;0.0136523;73
26;0.0138732;72
27;0.013447;74
28;0.0140254;71
29;0.0124226;80
30;0.0125149;80
31;0.0122016;82
32;0.013019;77
33;0.0131602;76
34;0.0123566;81
35;0.0128904;78
36;0.0128067;78
37;0.012775;78
38;0.0123585;81
39;0.0130136;77
40;0.0124599;80
41;0.0124172;81
42;0.0125515;80
43;0.0138096;72
44;0.0123179;81
45;0.0122167;82
46;0.0118913;84
47;0.0119991;83
48;0.0118721;84
49;0.0121832;82
50;0.0129565;77
51;0.0128609;78
52;0.0126573;79
53;0.0131943;76
54;0.013396;75
55;0.0139774;72
56;0.0127276;79
57;0.0129532;77
58;0.0126062;79
59;0.0129971;77
60;0.0128723;78
61;0.0134024;75
62;0.013576;74
63;0.0125485;80
64;0.0120101;83
65;0.0121078;83
66;0.0124525;80
67;0.0133407;75
68;0.0130695;77
69;0.0126096;79
70;0.0131002;76
71;0.0127513;78
72;0.0125372;80
73;0.0125285;80
74;0.0125542;80
75;0.0126385;79
76;0.0128247;78
77;0.0126679;79
78;0.0124761;80
79;0.0128245;78
80;0.0130682;77
81;0.0129958;77
82;0.0125099;80
83;0.0128191;78
84;0.0126537;79
85;0.0130784;76
86;0.0126302;79
87;0.0128613;78
88;0.0129087;77
89;0.014322;70
90;0.0131818;76
91;0.0128487;78
92;0.0131681;76
93;0.01342;75
94;0.0133587;75
95;0.013281;75
96;0.0137356;73
97;0.0153786;65
98;0.0143024;70
99;0.0134484;74
100;0.0136945;73
101;0.0149403;67
102;0.0140697;71
103;0.0140914;71
104;0.0140086;71
105;0.0141684;71
106;0.0141199;71
107;0.0142051;70
108;0.0143469;70
109;0.0158447;63
110;0.0160885;62
111;0.0146424;68
112;0.0133855;75
113;0.014718;68
114;0.0149385;67
115;0.0151918;66
116;0.0151032;66
117;0.0153594;65
118;0.0153988;65
119;0.0151814;66
120;0.0150119;67
121;0.0149236;67
122;0.015088;66
123;0.0148229;67
124;0.0147367;68
125;0.0151819;66
126;0.014232;70
127;0.0148686;67
128;0.0134293;74
129;0.0128407;78
130;0.0128157;78
131;0.0133977;75
132;0.0133128;75
133;0.0132459;75
134;0.0151213;66
135;0.0142901;70
136;0.0131243;76
137;0.0129602;77
138;0.0127103;79
139;0.0129387;77
140;0.0127034;79
141;0.0128357;78
142;0.0127197;79
143;0.0142124;70
144;0.0129104;77
145;0.0126379;79
146;0.0126355;79
147;0.0130177;77
148;0.0132994;75
149;0.0126293;79
150;0.0126481;79
151;0.0129912;77
152;0.0124075;81
153;0.0123518;81
154;0.0125259;80
155;0.0122335;82
156;0.0125684;80
157;0.0124373;80
158;0.0128464;78
159;0.0129666;77
160;0.0124122;81
161;0.0129091;77
162;0.0131052;76
163;0.012511;80
164;0.0129256;77
165;0.0129812;77
166;0.0126188;79
167;0.0127445;78
168;0.0125177;80
169;0.0125737;80
170;0.012917;77
171;0.0126626;79
172;0.0126693;79
173;0.0126745;79
174;0.0122591;82
175;0.0127453;78
176;0.0128867;78
177;0.0127631;78
178;0.0129646;77
179;0.0132861;75
180;0.0151913;66
181;0.0446489;22
182;0.0141129;71
183;0.0139244;72
184;0.0144198;69
185;0.0186673;54
186;0.015172;66
187;0.0120666;83
188;0.0122493;82
189;0.0125562;80
190;0.0127491;78
191;0.0128239;78
192;0.0125774;80
193;0.0129875;77
194;0.0129505;77
195;0.0129218;77
196;0.0125162;80
197;0.0126384;79
198;0.013145;76
199;0.0127183;79
200;0.0125428;80
201;0.0126791;79
202;0.0128627;78
203;0.0127365;79
204;0.0123999;81
205;0.0122774;81
206;0.0128326;78
207;0.012549;80
208;0.0123167;81
209;0.014688;68
210;0.0133428;75
211;0.0125924;79
212;0.0128227;78
213;0.0128145;78
214;0.0130259;77
215;0.0134469;74
216;0.0132025;76
217;0.0134403;74
218;0.0130986;76
219;0.0130889;76
220;0.013724;73
221;0.013571;74
222;0.0135871;74
223;0.0130021;77
224;0.0136627;73
225;0.0133415;75
226;0.0131645;76
227;0.0121726;82
228;0.0125344;80
229;0.0130845;76
230;0.0142543;70
231;0.0135659;74
232;0.0137735;73
233;0.0134211;75
234;0.0132895;75
235;0.0152855;65
236;0.0141998;70
237;0.0133725;75
238;0.0135385;74
239;0.0124237;80
240;0.0124474;80
241;0.0123055;81
242;0.0123584;81
243;0.0124333;80
244;0.0120549;83
245;0.012593;79
246;0.0125064;80
247;0.0135191;74
248;0.012748;78
249;0.0134903;74
250;0.0138319;72
251;0.0133736;75
252;0.0127216;79
253;0.0141266;71
254;0.0140156;71
255;0.0154921;65
256;0.0142906;70
257;0.0143314;70
258;0.0141553;71
259;0.0129549;77
260;0.0129908;77
261;0.0131666;76
262;0.0139081;72
263;0.012949;77
264;0.0153306;65
265;0.0135674;74
266;0.0146523;68
267;0.0132968;75
268;0.012934;77
269;0.0127251;79
270;0.0124966;80
271;0.0131217;76
272;0.01299;77
273;0.0126417;79
274;0.0127627;78
275;0.0127277;79
276;0.0131032;76
277;0.0135137;74
278;0.0126381;79
279;0.0131756;76
280;0.0130904;76
281;0.0130584;77
282;0.0132272;76
283;0.0133694;75
284;0.0150818;66
285;0.0138456;72
286;0.0136152;73
287;0.0138225;72
288;0.0135412;74
289;0.0139926;71
290;0.0133296;75
291;0.0134025;75
292;0.013249;75
293;0.0131847;76
294;0.0134138;75
295;0.0128989;78
296;0.0132021;76
297;0.0134549;74
298;0.0130534;77
299;0.0130053;77
300;0.0130191;77
301;0.0129988;77
302;0.0131299;76
303;0.0127944;78
304;0.0130031;77
305;0.0129487;77
306;0.0128506;78
307;0.0128848;78
308;0.0130517;77
309;0.0127949;78
310;0.0132012;76
311;0.0128342;78
312;0.0134732;74
313;0.0129031;78
314;0.0128462;78
315;0.0128707;78
316;0.0126511;79
317;0.0128893;78
318;0.0129264;77
319;0.0126194;79
320;0.0128022;78
321;0.0129543;77
322;0.0129046;77
323;0.0131386;76
324;0.0138949;72
325;0.0134583;74
326;0.0124471;80
327;0.012708;79
328;0.0149252;67
329;0.0141354;71
330;0.0126875;79
331;0.0127832;78
332;0.013188;76
333;0.0134176;75
334;0.0140696;71
335;0.0135991;74
336;0.0127269;79
337;0.0130987;76
338;0.012848;78
339;0.0129721;77
340;0.0134409;74
341;0.0136687;73
342;0.0134885;74
343;0.013889;72
344;0.0135245;74
345;0.0140301;71
346;0.0134816;74
347;0.0136612;73
348;0.0134161;75
349;0.0133301;75
350;0.0135544;74
351;0.013705;73
352;0.0135275;74
353;0.0136274;73
354;0.0134465;74
355;0.0138275;72
356;0.0137307;73
357;0.0134256;74
358;0.0133046;75
359;0.0137254;73
360;0.0133824;75
