Frame;DeltaTime;FPS
Average;0.000670319;1492
0;0.0319315;31
1;0.0068975;145
2;0.0033265;301
3;0.0018068;553
4;0.0040301;248
5;0.0007074;1414
6;0.0006413;1559
7;0.0003794;2636
8;0.0003211;3114
9;0.0004169;2399
10;0.000425;2353
11;0.0004533;2206
12;0.0004693;2131
13;0.0005613;1782
14;0.0006147;1627
15;0.0005496;1820
16;0.0002304;4340
17;0.0002157;4636
18;0.0005478;1825
19;0.000742;1348
20;0.0004192;2385
21;0.0002983;3352
22;0.000532;1880
23;0.0004498;2223
24;0.000385;2597
25;0.0004513;2216
26;0.0003574;2798
27;0.0005955;1679
28;0.0010713;933
29;0.0009091;1100
30;0.0009598;1042
31;0.0012696;788
32;0.0004389;2278
33;0.0003192;3133
34;0.0005096;1962
35;0.0003616;2765
36;0.00042;2381
37;0.0003589;2786
38;0.0003718;2690
39;0.0004417;2264
40;0.0003553;2815
41;0.0003173;3152
42;0.0004312;2319
43;0.0006786;1474
44;0.0005513;1814
45;0.0003427;2918
46;0.0003117;3208
47;0.0003971;2518
48;0.0004915;2035
49;0.0003389;2951
50;0.0003094;3232
51;0.0005366;1864
52;0.0004794;2086
53;0.0003242;3085
54;0.0006102;1639
55;0.000341;2933
56;0.0004031;2481
57;0.0006594;1517
58;0.0008091;1236
59;0.0005714;1750
60;0.0002715;3683
61;0.0005034;1986
62;0.0008644;1157
63;0.0005806;1722
64;0.0003907;2560
65;0.0004015;2491
66;0.0005242;1908
67;0.0004421;2262
68;0.0007903;1265
69;0.0003409;2933
70;0.0002895;3454
71;0.0007346;1361
72;0.0003067;3261
73;0.0002766;3615
74;0.0008638;1158
75;0.0006506;1537
76;0.000389;2571
77;0.0003612;2769
78;0.0003054;3274
79;0.0006168;1621
80;0.0003926;2547
81;0.0002969;3368
82;0.0004325;2312
83;0.0005021;1992
84;0.00038;2632
85;0.0004588;2180
86;0.000488;2049
87;0.0003388;2952
88;0.0005494;1820
89;0.0004242;2357
90;0.0007051;1418
91;0.0003586;2789
92;0.0007255;1378
93;0.0003687;2712
94;0.0002562;3903
95;0.001481;675
96;0.0008517;1174
97;0.0003004;3329
98;0.0004056;2465
99;0.0002818;3549
100;0.0005678;1761
101;0.0004053;2467
102;0.0003825;2614
103;0.0004329;2310
104;0.0004032;2480
105;0.0004355;2296
106;0.0003864;2588
107;0.0004985;2006
108;0.0006148;1627
109;0.0005188;1928
110;0.0003256;3071
111;0.0003776;2648
112;0.0006493;1540
113;0.0003657;2734
114;0.000379;2639
115;0.0002842;3519
116;0.0002744;3644
117;0.0003187;3138
118;0.0004019;2488
119;0.0005917;1690
120;0.0006995;1430
121;0.0003471;2881
122;0.0005421;1845
123;0.0004935;2026
124;0.0005397;1853
125;0.0005463;1830
126;0.000486;2058
127;0.0031621;316
128;0.0008802;1136
129;0.0002943;3398
130;0.0003101;3225
131;0.0002886;3465
132;0.0003804;2629
133;0.0004595;2176
134;0.0004212;2374
135;0.0004204;2379
136;0.0005047;1981
137;0.0004285;2334
138;0.0004336;2306
139;0.0007;1429
140;0.0005737;1743
141;0.0003997;2502
142;0.0006406;1561
143;0.0003609;2771
144;0.000284;3521
145;0.0010094;991
146;0.0004996;2002
147;0.0006029;1659
148;0.000707;1414
149;0.0005132;1949
150;0.0006586;1518
151;0.0004332;2308
152;0.0015904;629
153;0.0013176;759
154;0.0005513;1814
155;0.0004398;2274
156;0.0003898;2565
157;0.0004182;2391
158;0.0003758;2661
159;0.0004328;2311
160;0.000645;1550
161;0.0004881;2049
162;0.0002977;3359
163;0.0003878;2579
164;0.0004745;2107
165;0.0004701;2127
166;0.0005384;1857
167;0.0004306;2322
168;0.0004701;2127
169;0.0005153;1941
170;0.0004544;2201
171;0.0005135;1947
172;0.0003929;2545
173;0.0004674;2139
174;0.0005565;1797
175;0.0005631;1776
176;0.0004208;2376
177;0.0004122;2426
178;0.0004446;2249
179;0.0005867;1704
180;0.0004276;2339
181;0.0003869;2585
182;0.0002794;3579
183;0.0010266;974
184;0.00057;1754
185;0.0009125;1096
186;0.0007168;1395
187;0.0004793;2086
188;0.0003544;2822
189;0.0003959;2526
190;0.000614;1629
191;0.0004143;2414
192;0.0003211;3114
193;0.000862;1160
194;0.0004613;2168
195;0.000351;2849
196;0.0006451;1550
197;0.0006363;1572
198;0.0008042;1243
199;0.0003992;2505
200;0.0006735;1485
201;0.0006668;1500
202;0.0004573;2187
203;0.0007368;1357
204;0.0003948;2533
205;0.0005204;1922
206;0.0003257;3070
207;0.0005277;1895
208;0.0005483;1824
209;0.0005139;1946
210;0.0014722;679
211;0.0008087;1237
212;0.0004179;2393
213;0.0006322;1582
214;0.0005167;1935
215;0.0005029;1988
216;0.0007563;1322
217;0.0006528;1532
218;0.0004898;2042
219;0.0006404;1562
220;0.0011316;884
221;0.0006828;1465
222;0.0004221;2369
223;0.0003614;2767
224;0.000781;1280
225;0.000365;2740
226;0.0005289;1891
227;0.0007765;1288
228;0.000435;2299
229;0.0004791;2087
230;0.0005504;1817
231;0.0004589;2179
232;0.0004842;2065
233;0.0004373;2287
234;0.0006684;1496
235;0.0003639;2748
236;0.0005659;1767
237;0.001494;669
238;0.0003867;2586
239;0.0003311;3020
240;0.0003815;2621
241;0.0002786;3589
242;0.0003755;2663
243;0.0004592;2178
244;0.0006294;1589
245;0.0009584;1043
246;0.0005203;1922
247;0.0004776;2094
248;0.0004244;2356
249;0.0004584;2182
250;0.0004839;2067
251;0.0005947;1682
252;0.000561;1783
253;0.0004171;2398
254;0.0003306;3025
255;0.0003206;3119
256;0.0004022;2486
257;0.0004442;2251
258;0.0004234;2362
259;0.0005637;1774
260;0.0004032;2480
261;0.0003388;2952
262;0.0003978;2514
263;0.0003615;2766
264;0.0004218;2371
265;0.0005149;1942
266;0.0005599;1786
267;0.0003249;3078
268;0.0010281;973
269;0.0007522;1329
270;0.0004634;2158
271;0.0004961;2016
272;0.0003677;2720
273;0.0005105;1959
274;0.0005342;1872
275;0.0003613;2768
276;0.0004095;2442
277;0.000276;3623
278;0.0007674;1303
279;0.0006352;1574
280;0.0007134;1402
281;0.0004447;2249
282;0.0005137;1947
283;0.0004011;2493
284;0.0005223;1915
285;0.0004488;2228
286;0.0005225;1914
287;0.0004711;2123
288;0.0005029;1988
289;0.0006928;1443
290;0.0004369;2289
291;0.0003568;2803
292;0.0004407;2269
293;0.0004287;2333
294;0.0004514;2215
295;0.0003821;2617
296;0.0006244;1602
297;0.0003416;2927
298;0.0003737;2676
299;0.0005005;1998
300;0.0015051;664
301;0.0014847;674
302;0.003284;305
303;0.0008855;1129
304;0.0006379;1568
305;0.0004853;2061
306;0.0003375;2963
307;0.0003413;2930
308;0.0003476;2877
309;0.0003496;2860
310;0.0006357;1573
311;0.000591;1692
312;0.0003585;2789
313;0.0005317;1881
314;0.0002898;3451
315;0.0003983;2511
316;0.0004487;2229
317;0.0005176;1932
318;0.000489;2045
319;0.0003024;3307
320;0.0003657;2734
321;0.0003022;3309
322;0.0008204;1219
323;0.0013557;738
324;0.0011151;897
325;0.0010555;947
326;0.0006041;1655
327;0.0006462;1548
328;0.0008769;1140
329;0.000587;1704
330;0.0011499;870
331;0.0009884;1012
332;0.0004805;2081
333;0.0006725;1487
334;0.0004216;2372
335;0.0004262;2346
336;0.0004901;2040
337;0.0003415;2928
338;0.0005589;1789
339;0.0005484;1823
340;0.0009501;1053
341;0.000442;2262
342;0.0003276;3053
343;0.0003448;2900
344;0.0006901;1449
345;0.0003894;2568
346;0.0003293;3037
347;0.0009159;1092
348;0.0010208;980
349;0.0005219;1916
350;0.0004055;2466
351;0.0004617;2166
352;0.0004481;2232
353;0.0003372;2966
354;0.0003895;2567
355;0.0004154;2407
356;0.0002589;3862
357;0.0004544;2201
358;0.0007669;1304
359;0.0013866;721
360;0.0016965;589
361;0.0006603;1514
362;0.0005125;1951
363;0.0004365;2291
364;0.0004859;2058
365;0.0006319;1583
366;0.0004023;2486
367;0.0004587;2180
368;0.0004808;2080
369;0.000521;1919
370;0.0003784;2643
371;0.0004583;2182
372;0.0006933;1442
373;0.0013336;750
374;0.0010884;919
375;0.0007895;1267
376;0.0008445;1184
377;0.0005789;1727
378;0.0007146;1399
379;0.0016382;610
380;0.0008389;1192
381;0.00349;287
382;0.0010436;958
383;0.0008183;1222
384;0.0007301;1370
385;0.0005311;1883
386;0.0014661;682
387;0.0005696;1756
388;0.000576;1736
389;0.0004857;2059
390;0.0004039;2476
391;0.0007149;1399
392;0.0003633;2753
393;0.0003852;2596
394;0.0003139;3186
395;0.0003494;2862
396;0.0004787;2089
397;0.0008262;1210
398;0.0004157;2406
399;0.0004618;2165
400;0.0003073;3254
401;0.0005572;1795
402;0.0007015;1426
403;0.0004684;2135
404;0.0005003;1999
405;0.0005579;1792
406;0.0005526;1810
407;0.0013468;743
408;0.0005261;1901
409;0.000491;2037
410;0.000485;2062
411;0.0004773;2095
412;0.0005206;1921
413;0.0004017;2489
414;0.0015115;662
415;0.0012146;823
416;0.000458;2183
417;0.0004253;2351
418;0.0003844;2601
419;0.0006536;1530
420;0.0004148;2411
421;0.0002562;3903
422;0.0003541;2824
423;0.0002693;3713
424;0.0004175;2395
425;0.0004583;2182
426;0.0004621;2164
427;0.0004977;2009
428;0.0003903;2562
429;0.0005188;1928
430;0.0008442;1185
431;0.0004664;2144
432;0.000374;2674
433;0.0004227;2366
434;0.0003834;2608
435;0.0004001;2499
436;0.0006021;1661
437;0.0003073;3254
438;0.0003829;2612
439;0.0012115;825
440;0.00055;1818
441;0.0012781;782
442;0.000942;1062
443;0.0004116;2430
444;0.0002806;3564
445;0.0005198;1924
446;0.0005378;1859
447;0.0003693;2708
448;0.0004681;2136
449;0.0003797;2634
450;0.0002438;4102
451;0.0003284;3045
452;0.0002429;4117
453;0.000419;2387
454;0.0004922;2032
455;0.0007938;1260
456;0.0006211;1610
457;0.0012248;816
458;0.0007006;1427
459;0.0002827;3537
460;0.0004145;2413
461;0.0003332;3001
462;0.0003299;3031
463;0.0002936;3406
464;0.0003907;2560
465;0.0004803;2082
466;0.00065;1538
467;0.0007534;1327
468;0.0009807;1020
469;0.0006849;1460
470;0.0003912;2556
471;0.0017537;570
472;0.0010873;920
473;0.0010241;976
474;0.0010489;953
475;0.0010115;989
476;0.0006027;1659
477;0.000264;3788
478;0.0003699;2703
479;0.0002676;3737
480;0.0003263;3065
481;0.000492;2033
482;0.0003743;2672
483;0.0004461;2242
484;0.0004489;2228
485;0.0004657;2147
486;0.0003978;2514
487;0.0004506;2219
488;0.0004732;2113
489;0.0005101;1960
490;0.0003531;2832
491;0.0005123;1952
492;0.0003655;2736
493;0.0057578;174
494;0.0019578;511
495;0.0009948;1005
496;0.000939;1065
497;0.0008445;1184
498;0.0008761;1141
499;0.000585;1709
